date,Pasture,NDVI,Year,Biomass,BARE,SD,GREEN,LITT
2013-01-13,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-01-13,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-01-13,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-01-13,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-01-13,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-01-13,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-01-13,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-01-13,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-01-13,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-01-13,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-01-13,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-01-13,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-01-13,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-01-13,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-01-13,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-01-13,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-01-13,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-01-13,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-01-13,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-01-13,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-01-13,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-01-13,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-01-13,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-01-13,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-01-13,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-01-20,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-01-20,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-01-20,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-01-20,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-01-20,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-01-20,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-01-20,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-01-20,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-01-20,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-01-20,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-01-20,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-01-20,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-01-20,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-01-20,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-01-20,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-01-20,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-01-20,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-01-20,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-01-20,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-01-20,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-01-20,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-01-20,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-01-20,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-01-20,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-01-20,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-01-20,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-01-20,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-01-20,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-01-20,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-01-20,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-01-20,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-01-20,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-01-20,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-01-20,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-01-20,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-01-20,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-01-20,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-01-20,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-01-20,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-01-20,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-01-20,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-01-20,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-01-20,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-01-20,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-01-20,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-01-20,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-01-20,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-01-20,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-01-20,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-01-20,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-01-20,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-01-20,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-01-20,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-01-20,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-01-20,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-01-20,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-01-20,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-01-27,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-01-27,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-01-27,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-01-27,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-01-27,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-01-27,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-01-27,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-01-27,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-01-27,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-01-27,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-01-27,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-01-27,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-01-27,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-01-27,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-01-27,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-01-27,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-01-27,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-01-27,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-01-27,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-01-27,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-01-27,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-01-27,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-01-27,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-01-27,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-01-27,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-01-27,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-01-27,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-01-27,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-01-27,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-01-27,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-01-27,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-01-27,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-01-27,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-01-27,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-01-27,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-01-27,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-01-27,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-01-27,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-01-27,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-01-27,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-01-27,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-01-27,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-01-27,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-01-27,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-01-27,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-01-27,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-01-27,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-01-27,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-01-27,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-01-27,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-01-27,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-01-27,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-01-27,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-01-27,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-01-27,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-01-27,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-01-27,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-02-03,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-02-03,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-02-03,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-02-03,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-02-03,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-02-03,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-02-03,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-02-03,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-02-03,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-02-03,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-02-03,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-02-03,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-02-03,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-02-03,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-02-03,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-02-03,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-02-03,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-02-03,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-02-03,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-02-03,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-02-03,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-02-03,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-02-03,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-02-03,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-02-03,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-02-03,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-02-03,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-02-03,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-02-03,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-02-03,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-02-03,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-02-03,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-02-03,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-02-03,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-02-03,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-02-03,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-02-03,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-02-03,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-02-03,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-02-03,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-02-03,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-02-03,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-02-03,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-02-03,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-02-03,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-02-03,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-02-03,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-02-03,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-02-03,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-02-03,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-02-03,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-02-03,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-02-03,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-02-03,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-02-03,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-02-03,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-02-03,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-02-10,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-02-10,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-02-10,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-02-10,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-02-10,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-02-10,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-02-10,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-02-10,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-02-10,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-02-10,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-02-10,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-02-10,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-02-10,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-02-10,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-02-10,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-02-10,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-02-10,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-02-10,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-02-10,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-02-10,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-02-10,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-02-10,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-02-10,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-02-10,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-02-10,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-02-10,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-02-10,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-02-10,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-02-10,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-02-10,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-02-10,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-02-10,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-02-10,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-02-10,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-02-10,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-02-10,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-02-10,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-02-10,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-02-10,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-02-10,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-02-10,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-02-10,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-02-10,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-02-10,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-02-10,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-02-10,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-02-10,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-02-10,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-02-10,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-02-10,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-02-10,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-02-10,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-02-10,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-02-10,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-02-10,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-02-10,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-02-10,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-02-17,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-02-17,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-02-17,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-02-17,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-02-17,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-02-17,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-02-17,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-02-17,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-02-17,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-02-17,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-02-17,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-02-17,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-02-17,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-02-17,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-02-17,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-02-17,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-02-17,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-02-17,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-02-17,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-02-17,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-02-17,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-02-17,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-02-17,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-02-17,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-02-17,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-02-17,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-02-17,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-02-17,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-02-17,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-02-17,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-02-17,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-02-17,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-02-17,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-02-17,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-02-17,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-02-17,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-02-17,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-02-17,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-02-17,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-02-17,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-02-17,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-02-17,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-02-17,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-02-17,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-02-17,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-02-17,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-02-17,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-02-17,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-02-17,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-02-17,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-02-17,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-02-17,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-02-17,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-02-17,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-02-17,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-02-17,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-02-17,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-02-24,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
2013-02-24,11NS,0.182,2013,266.0,30.6,36.3,0.5,32.6
2013-02-24,11NW,0.184,2013,178.0,36.9,30.5,0.3,32.4
2013-02-24,12C,0.177,2013,222.0,28.8,36.5,0.4,34.3
2013-02-24,12NE,0.175,2013,218.0,23.5,35.7,0.2,40.6
2013-02-24,12NW,0.188,2013,231.0,26.3,31.1,0.4,42.3
2013-02-24,13E,0.176,2013,194.0,28.9,36.9,0.1,34.0
2013-02-24,13W,0.172,2013,251.0,26.8,39.5,0.1,33.6
2013-02-24,14,0.194,2013,311.0,24.4,32.3,2.0,41.4
2013-02-24,15E,0.185,2013,211.0,29.7,30.1,0.0,40.2
2013-02-24,15NWS,0.179,2013,219.0,24.8,32.5,0.0,42.7
2013-02-24,15SW,0.181,2013,223.0,33.7,28.7,0.0,37.6
2013-02-24,17N,0.172,2013,363.0,25.9,42.8,0.5,30.8
2013-02-24,18N,0.175,2013,209.0,28.9,33.8,0.5,36.8
2013-02-24,19N,0.19,2013,287.0,25.4,33.6,0.5,40.5
2013-02-24,19S,0.174,2013,275.0,28.8,37.3,0.3,33.6
2013-02-24,1E,0.173,2013,235.0,33.3,40.5,0.1,26.0
2013-02-24,1W,0.192,2013,345.0,31.7,41.9,1.9,24.6
2013-02-24,20SE,0.184,2013,407.0,24.6,40.6,1.1,33.7
2013-02-24,21S,0.175,2013,349.0,24.3,42.5,0.6,32.7
2013-02-24,22E,0.189,2013,266.0,27.5,32.5,0.5,39.4
2013-02-24,22W,0.181,2013,272.0,32.0,33.2,0.1,34.6
2013-02-24,23E,0.203,2013,300.0,32.7,29.9,0.9,36.6
2013-02-24,23W,0.189,2013,293.0,23.9,34.7,0.2,41.2
2013-02-24,24E,0.176,2013,231.0,30.3,32.8,0.1,36.8
2013-02-24,24Strip,0.184,2013,272.0,35.5,32.7,0.0,31.8
2013-02-24,24W,0.186,2013,238.0,30.8,28.9,0.0,40.2
2013-02-24,25SE,0.185,2013,232.0,35.0,31.8,0.0,33.2
2013-02-24,26E,0.192,2013,239.0,33.9,30.3,0.4,35.4
2013-02-24,28N,0.182,2013,347.0,29.4,39.2,0.6,30.8
2013-02-24,29-30,0.179,2013,303.0,32.3,37.4,0.4,29.9
2013-02-24,30NW,0.181,2013,247.0,36.3,31.8,0.2,31.7
2013-02-24,30SW,0.147,2013,280.0,32.9,46.2,0.0,20.8
2013-02-24,31E,0.182,2013,224.0,36.5,33.8,0.4,29.4
2013-02-24,32W,0.178,2013,239.0,34.5,36.2,0.4,28.9
2013-02-24,5E,0.183,2013,335.0,30.8,42.6,1.5,25.1
2013-02-24,5W,0.17,2013,188.0,42.5,36.5,1.4,19.5
2013-02-24,6EE,0.183,2013,238.0,31.9,36.8,0.8,30.5
2013-02-24,6EW,0.181,2013,285.0,30.7,40.0,0.5,28.8
2013-02-24,7NW,0.185,2013,316.0,28.6,39.7,1.2,30.5
2013-02-24,8NW,0.165,2013,260.0,32.8,40.4,0.8,26.0
2013-02-24,8SE,0.16,2013,506.0,23.6,53.7,0.9,21.8
2013-02-24,8SW,0.161,2013,405.0,22.8,48.9,0.2,28.1
2013-02-24,CN,0.194,2013,314.0,31.7,34.0,1.4,32.9
2013-02-24,Crossroads,0.187,2013,210.0,36.3,28.6,0.0,35.1
2013-02-24,Elm,0.188,2013,419.0,23.6,38.4,0.7,37.3
2013-02-24,HQ,0.192,2013,159.0,43.9,25.7,1.5,28.9
2013-02-24,Headquarters,0.175,2013,316.0,25.8,41.7,0.4,32.0
2013-02-24,Highway,0.191,2013,339.0,27.5,36.5,1.3,34.7
2013-02-24,Hilltank,0.197,2013,271.0,33.0,30.4,0.7,35.9
2013-02-24,Nighthawk,0.175,2013,192.0,27.5,30.9,0.0,41.6
2013-02-24,Ridgeline,0.171,2013,285.0,27.7,39.6,0.3,32.4
2013-02-24,Saltflat,0.172,2013,354.0,23.4,40.5,0.6,35.5
2013-02-24,Slayton,0.181,2013,260.0,35.3,36.4,1.4,26.9
2013-02-24,Snowfence,0.18,2013,256.0,25.0,34.9,0.3,39.8
2013-02-24,South,0.184,2013,267.0,33.1,35.5,0.2,31.3
2013-02-24,UNK,0.183,2013,256.0,31.1,33.2,1.4,34.4
2013-03-03,10SNE,0.19,2013,276.0,20.1,33.6,0.1,46.2
